"","Koder_samlet","SKS1","SKS1_til","SKS10","SKS10_til","SKS11","SKS11_til","SKS12","SKS12_til","SKS13","SKS13_til","SKS2","SKS2_til","SKS3","SKS3_til","SKS4","SKS4_til","SKS5","SKS5_til","SKS6","SKS6_til","SKS7","SKS7_til","SKS8","SKS8_til","SKS9","SKS9_til","Tid_i_min"
"148","UXRC00_NA/UXRE20_NA/UXRE30_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"149","UXRC00_NA/UXRF40_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"156","UXRC00_NA/UXRF15_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"157","UXRC00_NA/UXRG15_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"172","UXRG10_NA/UXRG25_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"188","UXRC00_NA/UXRC20_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"190","UXRC00_NA/UXRF40_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"191","UXRC00_NA/UXRG40_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"197","UXRE10_NA/UXRF15_TUL2","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"200","UXRE30_NA/UXRG15_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"226","UXRC00_NA/UXRF50_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"228","UXRC00_NA/UXRG15_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"229","UXRC00_NA/UXRG25_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"237","UXRE10_NA/UXRF15_TUL1","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"242","UXRE30_NA/UXRE50_NA/UXRG10_NA","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os sacrum",NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"244","UXRE30_NA/UXRG20_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"253","UXRE70_NA/UXRG15_TUL1","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"254","UXRE70_NA/UXRG25_TUL1","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"322","NAAC_NA/UXRC20_TUL1","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"323","NAAC_NA/UXRF15_TUL1","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"324","NAAC_NA/UXRF20_TUL2","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"325","NAAC_NA/UXRF40_TUL2","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"326","NAAC_NA/UXRF50_TUL2","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"327","NAAC_NA/UXRG15_TUL2","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"328","NAAC_NA/UXRG25_TUL2","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"329","NAAC_NA/UXRG27_TUL1","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"330","NAAC_NA/UXRG50_TUL2","Generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"338","UXRC00_NA/UXRC20_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"340","UXRC00_NA/UXRE10_NA/UXRE20_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna cervicalis",NA,"Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"343","UXRC00_NA/UXRE30_NA/UXRG10_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"346","UXRC00_NA/UXRE70_NA/UXRG10_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skolioseoptagelse",NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"348","UXRC00_NA/UXRF20_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"349","UXRC00_NA/UXRF20_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"354","UXRC00_NA/UXRF45_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"355","UXRC00_NA/UXRF50_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"361","UXRC00_NA/UXRG20_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"362","UXRC00_NA/UXRG25_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"364","UXRC00_NA/UXRG30_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"365","UXRC00_NA/UXRG40_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"366","UXRC00_NA/UXRG60_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"374","UXRC20_TUL1/UXRG10_NA","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"398","UXRE10_NA/UXRE30_UXZ90","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis","med funktionsundersøgelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"403","UXRE10_NA/UXRG40_TUL2","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"404","UXRE20_NA/UXRE30_NA/UXRE50_NA","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af os sacrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"424","UXRE20_NA/UXRE50_NA/UXRE70_NA","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os sacrum",NA,"Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"425","UXRE20_NA/UXRF15_TUL2","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"431","UXRE30_NA/UXRF15_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"432","UXRE30_NA/UXRF15_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"436","UXRE30_NA/UXRF30_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"437","UXRE30_NA/UXRF40_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"438","UXRE30_NA/UXRF45_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"448","UXRE30_NA/UXRG15_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"449","UXRE30_NA/UXRG25_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"450","UXRE30_NA/UXRG25_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"451","UXRE30_NA/UXRG50_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"461","UXRE70_NA/UXRG30_TUL1","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"462","UXRE70_NA/UXRG30_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"464","UXRE70_NA/UXRG50_TUL2","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"509","UXRF15_TUL2/UXRG10_NA","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"595","UXRF50_TUL1/UXRG10_NA","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"640","UXRG10_NA/UXRG20_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"644","UXRG10_NA/UXRG30_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"645","UXRG10_NA/UXRG30_TUL2","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"647","UXRG10_NA/UXRG50_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"649","UXRG10_NA/UXRG60_TUL1","Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse på lang film af underekstremiteten","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1","UXRF50_TUL1","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2","UXRG40_TUL2","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3","UXRG40_TUL1","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"4","UXRG50_TUL1","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"5","UXRF50_TUL2","Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"6","UXRG50_TUL2","Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"7","UXRF40_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"8","UXRF40_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"10","UXRG25_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"12","UXRG25_TUL2","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"13","UXRG15_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"14","UXRG15_TUL2","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"15","UXRF15_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"16","UXRF15_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"17","UXRF25_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"18","UXRF25_TUL1","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"21","UXRE20_NA/UXRE30_NA","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"22","UXRF30_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"23","UXRG30_TUL2","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"25","UXRG30_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"31","UXRF30_TUL1","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"32","UXRC20_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"35","UXRC20_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"36","UXRF20_TUL2","Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"37","UXRF20_TUL1","Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"39","UXRG20_TUL2","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"43","UXRG20_TUL1","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"50","UXRF45_TUL2","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"54","UXRF45_TUL1","Røntgenundersøgelse af os scaphoideum","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"56","UXRF12_TUL1","Røntgenundersøgelse af akromioclavicularled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"57","UXRG45_TUL1","Røntgenundersøgelse af calcaneus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"58","UXRG45_TUL2","Røntgenundersøgelse af calcaneus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"60","UXRF12_TUL2","Røntgenundersøgelse af akromioclavicularled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"68","UXRF10_TUL2","Røntgenundersøgelse af scapula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"69","UXRG27_TUL2","Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"71","UXRF10_TUL1","Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"72","UXRG27_TUL1","Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"90","UXRE70_NA/UXRG10_NA","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"93","UXRG47_TUL1","Røntgenundersøgelse af mellemfod","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"95","UXRG47_TUL2","Røntgenundersøgelse af mellemfod","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"96","UXRC00_NA/UXRD00_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oversigtsoptagelse af abdomen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"98","UXRE30_NA/UXRG10_NA","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
